city,year,crime_original,crime_name,crime_section,incidences,rate
Lucknow,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),4,0.1
Ludhiana,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,1,0.1
Ludhiana,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),1,0.1
Ludhiana,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),0,0
Madurai,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,27,1.8
Madurai,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),27,1.8
Madurai,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),0,0
Malappuram,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,1,0.1
Malappuram,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),1,0.1
Malappuram,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),0,0
Meerut,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,6,0.4
Meerut,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),6,0.4
Meerut,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),0,0
Mumbai,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,39,0.2
Mumbai,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),26,0.1
Mumbai,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),8,0
Nagpur,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,3,0.1
Nagpur,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),3,0.1
Nagpur,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),0,0
Nasik,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,12,0.8
Nasik,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),11,0.7
Nasik,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),1,0.1
Patna,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,0,0
Patna,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),0,0
Patna,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),0,0
Pune,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,14,0.3
Pune,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),14,0.3
Pune,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),0,0
Raipur,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,3,0.3
Raipur,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),3,0.3
Raipur,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),0,0
Rajkot,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,3,0.2
Rajkot,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),0,0
Rajkot,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),3,0.2
Ranchi,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,2,0.2
Ranchi,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),0,0
Ranchi,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),0,0
Srinagar,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,5,0.4
Srinagar,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),5,0.4
Srinagar,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),0,0
Surat,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,7,0.2
Surat,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),4,0.1
Surat,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),3,0.1
Thiruvananthapuram,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,14,0.8
Thiruvananthapuram,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),0,0
Thiruvananthapuram,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),0,0
Thrissur,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,3,0.2
Thrissur,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),3,0.2
Thrissur,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),0,0
Tiruchirappalli,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,2,0.2
Tiruchirappalli,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),2,0.2
Tiruchirappalli,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),0,0
Vadodara,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,4,0.2
Vadodara,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),4,0.2
Vadodara,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),0,0
Varanasi,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,5,0.3
Varanasi,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),5,0.3
Varanasi,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),0,0
Vasai-Virar,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,10,0.8
Vasai-Virar,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),0,0
Vasai-Virar,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),10,0.8
Vijayawada,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,12,0.8
Vijayawada,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),0,0
Vijayawada,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),12,0.8
Vishakhapatnam,2014,Counterfeit Currency & Bank Notes Total,Counterfeit currency & bank notes total,,7,0.4
Vishakhapatnam,2014,Counterfeiting Currency- Notes or Bank Notes (Section 489A IPC),Counterfeiting currency - notes or bank notes ,(Section 489A IPC),7,0.4
Vishakhapatnam,2014,"Using As Genuine, Forged or Counterfeiting Currency / Bank Notes (Section 489B IPC)","Using as genuine, forged or counterfeiting currency/bank notes ",(Section 489B IPC),0,0
Agra,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Agra,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Agra,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Ahmedabad,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,8,0.1
Ahmedabad,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Ahmedabad,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Allahabad,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Allahabad,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Allahabad,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Amritsar,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Amritsar,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Amritsar,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Asansol,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Asansol,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Asansol,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Aurangabad,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Aurangabad,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Aurangabad,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Bengaluru,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,2,0
Bengaluru,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Bengaluru,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,1,0
Bhopal,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Bhopal,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,5,0.3
Bhopal,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Chandigarh City,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Chandigarh City,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Chandigarh City,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Chennai,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Chennai,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Chennai,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Coimbatore,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,2,0.1
Coimbatore,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Coimbatore,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Delhi City,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,61,0.4
Delhi City,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Delhi City,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Dhanbad,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Dhanbad,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Dhanbad,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Durg-Bhilainagar,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Durg-Bhilainagar,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Durg-Bhilainagar,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Faridabad,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Faridabad,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Faridabad,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Ghaziabad,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Ghaziabad,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Ghaziabad,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Gwalior,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Gwalior,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Gwalior,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Hyderabad,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,5,0.1
Hyderabad,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Hyderabad,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Indore,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,1,0
Indore,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Indore,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Jabalpur,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Jabalpur,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Jabalpur,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Jaipur,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,1,0
Jaipur,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Jaipur,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Jamshedpur,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Jamshedpur,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Jamshedpur,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Jodhpur,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Jodhpur,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Jodhpur,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Kannur,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Kannur,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Kannur,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Kanpur,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Kanpur,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Kanpur,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Kochi,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Kochi,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Kochi,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Kolkata,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,2,0
Kolkata,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Kolkata,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Kollam,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Kollam,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Kollam,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Kota,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Kota,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Kota,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Kozhikode,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,1,0
Kozhikode,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Kozhikode,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Lucknow,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Lucknow,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Lucknow,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Ludhiana,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Ludhiana,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Ludhiana,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Madurai,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Madurai,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Madurai,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Malappuram,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Malappuram,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Malappuram,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Meerut,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Meerut,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Meerut,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Mumbai,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,5,0
Mumbai,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Mumbai,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Nagpur,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Nagpur,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Nagpur,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Nasik,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Nasik,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Nasik,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Patna,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Patna,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Patna,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Pune,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Pune,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Pune,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Raipur,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Raipur,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Raipur,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Rajkot,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Rajkot,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Rajkot,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Ranchi,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Ranchi,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Ranchi,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,2,0.2
Srinagar,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Srinagar,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Srinagar,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Surat,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Surat,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Surat,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Thiruvananthapuram,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Thiruvananthapuram,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Thiruvananthapuram,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,14,0.8
Thrissur,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Thrissur,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Thrissur,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Tiruchirappalli,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Tiruchirappalli,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Tiruchirappalli,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Vadodara,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Vadodara,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Vadodara,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Varanasi,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Varanasi,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Varanasi,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Vasai-Virar,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
